Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Autres couleurs (product.metafields.custom.autres_couleurs),Autres couleurs disponibles waffle (product.metafields.custom.autres_couleurs_disponibles_waffle),Linked colors (product.metafields.custom.linked_colors),Restock badge (product.metafields.custom.restock_badge),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Nombre d’évaluations de produit (product.metafields.reviews.rating_count),Tranche d’âge (product.metafields.shopify.age-group),Caractéristiques des vêtements (product.metafields.shopify.clothing-features),Couleur (product.metafields.shopify.color-pattern),Tissu (product.metafields.shopify.fabric),Décolleté (product.metafields.shopify.neckline),Taille (product.metafields.shopify.size),Type de longueur du manche (product.metafields.shopify.sleeve-length-type),Sexe cible (product.metafields.shopify.target-gender),Type de longueur du haut (product.metafields.shopify.top-length-type),Produits complémentaires (product.metafields.shopify--discovery--product_recommendation.complementary_products),Produits connexes (product.metafields.shopify--discovery--product_recommendation.related_products),Paramètres des produits connexes (product.metafields.shopify--discovery--product_recommendation.related_products_display),Mises en avant de produits dans la recherche (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
silver-fade-knit-1,Silver Fade Knit,"<ul>
<li class=""p1"">
<span class=""s1"">Colors :</span> Black, Grey</li>
<li class=""p2"">Acid-washed finish</li>
<li class=""p1"">
<span class=""s1"">Material:</span> 100% cotton</li>
<li class=""p1"">Each piece weights around 1kg</li>
<li class=""p2"">Hand-sewn metallic logo<br>
</li>
<li class=""p2"">Fitted collar</li>
<li class=""p2"">Every order comes with exclusive goodies &lt;3</li>
</ul>",Noclout,Apparel & Accessories > Clothing Accessories > Hats,"","",true,Size,XS,,,,,,,,KNT-XS-SRFE,860.0,shopify,5,deny,manual,89.99,,true,true,,,,,KNT-XS-SRFE,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/BLACK_KNIT_METAL_-_1.jpg?v=1770809285,1,"",false,,,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
silver-fade-knit-1,,,,,,,,,S,,,,,,,,KNT-S-SRFE,910.0,shopify,5,deny,manual,89.99,,true,true,,,,,KNT-S-SRFE,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/BLACK_KNIT_METAL_-_2.jpg?v=1770809285,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
silver-fade-knit-1,,,,,,,,,M,,,,,,,,KNT-M-SRFE,960.0,shopify,7,deny,manual,89.99,,true,true,,,,,KNT-M-SRFE,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/Silver_Knit_Portee1.jpg?v=1772700848,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
silver-fade-knit-1,,,,,,,,,L,,,,,,,,KNT-L-SRFE,1010.0,shopify,3,deny,manual,89.99,,true,true,,,,,KNT-L-SRFE,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/Silver_Knit_Portee2.jpg?v=1772700848,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
silver-fade-knit-1,,,,,,,,,XL,,,,,,,,KNT-XL-SRFE,1060.0,shopify,3,deny,manual,89.99,,true,true,,,,,KNT-XL-SRFE,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/Silver_Knit_Portee3.jpg?v=1772700848,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
spectre-knitted-zip-1,Spectre Knitted Zip,"<ul>
<li class=""p1"">
<span class=""s1"">Color :</span> Black</li>
<li class=""p1"">
<span class=""s1"">Material :</span> 100% cotton</li>
<li class=""p2"">White embroidered front logo</li>
<li class=""p2"">YKK zipper</li>
<li class=""p2"">Every order comes with exclusive goodies &lt;3<br>
</li>
</ul>",Noclout,Apparel & Accessories > Clothing Accessories > Hats,"","",true,Size,XS,,,,,,,,KNT-XS-SPCT,950.0,shopify,2,deny,manual,94.99,,true,true,,,,,KNT-XS-SPCT,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/BLACK_KNIT_ZIP_-_1.jpg?v=1770809284,1,"",false,,,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
spectre-knitted-zip-1,,,,,,,,,S,,,,,,,,KNT-S-SPCT,1010.0,shopify,3,deny,manual,94.99,,true,true,,,,,KNT-S-SPCT,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/BLACK_KNIT_ZIP_-_2.jpg?v=1770809284,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
spectre-knitted-zip-1,,,,,,,,,M,,,,,,,,KNT-M-SPCT,1070.0,shopify,2,deny,manual,94.99,,true,true,,,,,KNT-M-SPCT,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/Knit_Zip_Black_Portee1.jpg?v=1772700848,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
spectre-knitted-zip-1,,,,,,,,,L,,,,,,,,KNT-L-SPCT,1130.0,shopify,1,deny,manual,94.99,,true,true,,,,,KNT-L-SPCT,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/Knit_Zip_Black_Portee2.jpg?v=1772700848,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
spectre-knitted-zip-1,,,,,,,,,XL,,,,,,,,KNT-XL-SPCT,1180.0,shopify,0,deny,manual,94.99,,true,true,,,,,KNT-XL-SPCT,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/Knit_Zip_Black_Portee3.jpg?v=1772700848,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
arkham-denim-1,Arkham Denim,"<ul>
<li class=""p1"">
<span class=""s1"">Color :</span> Faded black</li>
<li class=""p1"">
<span class=""s1"">Material :</span> 100% cotton (non-stretch denim)</li>
<li class=""p2"">Woven denim fabric</li>
<li class=""p2"">Double leg panels that unfold and fasten open with rivets (checked lining inside)</li>
<li class=""p2"">Double pockets</li>
<li class=""p2"">Flared fit</li>
<li class=""p2"">Custom leather patch</li>
<li class=""p2"">Custom metal button</li>
<li class=""p2"">Every order comes with exclusive goodies &lt;3</li>
<li class=""p2"">Pre-order item — ships in 5 to 6 weeks</li>
</ul>",Noclout,Uncategorized,"","",true,Size,XS,,,,,,,,JNS-XS-ARKM,1150.0,shopify,4,deny,manual,109.99,,true,true,,,,,JNS-XS-ARKM,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/BLACK_PRESSION_-_1.jpg?v=1770809285,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
arkham-denim-1,,,,,,,,,S,,,,,,,,JNS-S-ARKM,1200.0,shopify,2,deny,manual,109.99,,true,true,,,,,JNS-S-ARKM,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/BLACK_PRESSION_-_2.jpg?v=1770809285,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
arkham-denim-1,,,,,,,,,M,,,,,,,,JNS-M-ARKM,1250.0,shopify,4,deny,manual,109.99,,true,true,,,,,JNS-M-ARKM,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/BLACK_PRESSION_-_3.jpg?v=1770809284,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
arkham-denim-1,,,,,,,,,L,,,,,,,,JNS-L-ARKM,1300.0,shopify,4,deny,manual,109.99,,true,true,,,,,JNS-L-ARKM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
arkham-denim-1,,,,,,,,,XL,,,,,,,,JNS-XL-ARKM,1350.0,shopify,5,deny,manual,109.99,,true,true,,,,,JNS-XL-ARKM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
graphite-rainjacket-1,Graphite Rainjacket,"<ul>
<li>
<p>Colors : black, gray (checkered pattern all over)<br></p>
</li>
<li>
<p>100% Polyester</p>
</li>
<li>
<p>Water resistance : 10 000 Schmerber (high performance)</p>
</li>
<li>
<p>Embroidered front logo</p>
</li>
<li>
<p>Heat pressed logo on velcro</p>
</li>
<li>
<p>Adjustement with drawstrings at the hood and waist</p>
</li>
<li>
<p>2 front pockets</p>
</li>
<li>
<p>Every order includes exclusive goodies &lt;3</p>
</li>
<li>
<p>This product is pre-order : 5 - 6 weeks before shipping</p>
</li>
</ul>",Noclout,Apparel & Accessories > Clothing > Clothing Tops > T-Shirts,"","",true,Size,xs,product.metafields.shopify.size,,,,,,,,530.0,shopify,4,deny,manual,109.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/BLACK_KWAY_-_1.jpg?v=1770809285,1,"",false,,,212,,,,,,,,,,,,,,,,,,,,,,xs; s; m; l; xl,,,,,,,,,kg,,,active
graphite-rainjacket-1,,,,,,,,,s,,,,,,,,,580.0,shopify,6,deny,manual,109.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/BLACK_KWAY_-_2.jpg?v=1770809285,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
graphite-rainjacket-1,,,,,,,,,m,,,,,,,,,630.0,shopify,9,deny,manual,109.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/Graphite_Portee1.jpg?v=1772700848,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
graphite-rainjacket-1,,,,,,,,,l,,,,,,,,,680.0,shopify,8,deny,manual,109.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/Graphite_Portee3.jpg?v=1772700848,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
graphite-rainjacket-1,,,,,,,,,xl,,,,,,,,,730.0,shopify,3,deny,manual,109.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/Graphite_Portee4.jpg?v=1772700848,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
graphite-rainjacket-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/Graphite_Portee5.jpg?v=1772700848,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
graphite-rainjacket-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/Graphite_Portee6.jpg?v=1772700848,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
structure-hoodie-1,Structure Hoodie,"<ul>
<li>
<p>Colors : black, white<br></p>
</li>
<li>
<p>Lining on the hood and the kangaroo pocket</p>
</li>
<li>
<p>380 GSM</p>
</li>
<li>
<p>80% cotton 20% Polyester</p>
</li>
<li>
<p>Front logo embroidered</p>
</li>
<li>
<p>Front and back sleeve panels <br></p>
</li>
<li>
<p>Every order includes exclusive goodies &lt;3</p>
</li>
<li>
<p>This product is pre-order : 5 - 6 weeks before shipping</p>
</li>
</ul>",Noclout,Apparel & Accessories,"",PRECO,true,Size,XS,,,,,,,,HDE-XS-STRE,760.0,shopify,15,deny,manual,89.99,,true,true,,,,,HDE-XS-STRE,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/Structure_Hoodie_Face.jpg?v=1771509584,1,"",false,,,,,,,,,,,,,,,,,,,'1,,,,,,,,,,,,,,,kg,,,active
structure-hoodie-1,,,,,,,,,S,,,,,,,,HDE-S-STRE,810.0,shopify,4,deny,manual,89.99,,true,true,,,,,HDE-S-STRE,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/Structure_Hoodie_Dos.jpg?v=1771509584,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
structure-hoodie-1,,,,,,,,,M,,,,,,,,HDE-M-STRE,860.0,shopify,3,deny,manual,89.99,,true,true,,,,,HDE-M-STRE,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/Structure_Hoodie_Portee1.jpg?v=1772701259,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
structure-hoodie-1,,,,,,,,,L,,,,,,,,HDE-L-STRE,900.0,shopify,4,deny,manual,89.99,,true,true,,,,,HDE-L-STRE,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/Structure_Hoodie_Portee2.jpg?v=1772701259,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
structure-hoodie-1,,,,,,,,,XL,,,,,,,,HDE-XL-STRE,940.0,shopify,2,deny,manual,89.99,,true,true,,,,,HDE-XL-STRE,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/Structure_Hoodie_Portee3.jpg?v=1772701259,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
burn-zip-1,Burn Zip,"<ul>
<li class=""p1"">
<span class=""s1"">Color :</span> Black</li>
<li class=""p1"">
<span class=""s1"">Material :</span> 100% cotton</li>
<li class=""p2"">French Terry fabric</li>
<li class=""p2"">420 GSM</li>
<li class=""p2"">Full acid-wash finish</li>
<li class=""p2"">
<strong>Distressed</strong> <strong>details</strong> on hood, sleeves and pockets</li>
<li class=""p2"">Embroidered + printed front logo</li>
<li class=""p2"">Double YKK zipper<br>
</li>
<li class=""p2"">Every order comes with exclusive goodies &lt;3</li>
<li class=""p2"">Pre-order item — ships in 5 to 6 weeks</li>
</ul>",Noclout,Apparel & Accessories > Clothing Accessories > Hats,"","",true,Size,XS,,NFC,Yes (+5€),,,,,ZIP-XS-BURNP,1090.0,shopify,3,deny,manual,99.99,,true,true,,,,,ZIP-XS-BURNP,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/BLACK_ZIP_FACE_-_1.jpg?v=1770809284,1,"",false,,,173,,,,,,,,,,,,,,,,'1,,,,,,,,,,,,,,,kg,,,active
burn-zip-1,,,,,,,,,XS,,,No,,,,,ZIP-XS-BURN,1090.0,shopify,5,deny,manual,94.99,,true,true,,,,,ZIP-XS-BURN,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/BurnZip_Portee2.jpg?v=1772700848,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
burn-zip-1,,,,,,,,,S,,,Yes (+5€),,,,,ZIP-S-BURNP,1140.0,shopify,0,deny,manual,99.99,,true,true,,,,,ZIP-S-BURNP,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/BurnZip_Portee1.jpg?v=1772700848,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
burn-zip-1,,,,,,,,,S,,,No,,,,,ZIP-S-BURN,1090.0,shopify,2,deny,manual,94.99,,true,true,,,,,ZIP-S-BURN,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/BurnZip_Portee3.jpg?v=1772700847,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
burn-zip-1,,,,,,,,,M,,,Yes (+5€),,,,,ZIP-M-BURNP,1190.0,shopify,4,deny,manual,99.99,,true,true,,,,,ZIP-M-BURNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
burn-zip-1,,,,,,,,,M,,,No,,,,,ZIP-M-BURN,1090.0,shopify,7,deny,manual,94.99,,true,true,,,,,ZIP-M-BURN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
burn-zip-1,,,,,,,,,L,,,Yes (+5€),,,,,ZIP-L-BURNP,1240.0,shopify,0,deny,manual,99.99,,true,true,,,,,ZIP-L-BURNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
burn-zip-1,,,,,,,,,L,,,No,,,,,ZIP-L-BURN,1090.0,shopify,1,deny,manual,94.99,,true,true,,,,,ZIP-L-BURN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
burn-zip-1,,,,,,,,,XL,,,Yes (+5€),,,,,ZIP-XL-BURNP,1290.0,shopify,2,deny,manual,99.99,,true,true,,,,,ZIP-XL-BURNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
burn-zip-1,,,,,,,,,XL,,,No,,,,,ZIP-XL-BURN,1090.0,shopify,3,deny,manual,94.99,,true,true,,,,,ZIP-XL-BURN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
mystery-box-10,Mystery Box - Zips,"",Noclout,Uncategorized,"","",false,Size,xs,product.metafields.shopify.size,,,,,,,,1090.0,shopify,2,deny,manual,55.00,94.99,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0654/3828/6065/files/Mystery_Drop_Zips.webp?v=1768991087,1,"",false,,,,,,,,,,,,,,,,,,,'2,,,,,,xs; s; m; l; xl,,,,,,,,,kg,,,draft
mystery-box-10,,,,,,,,,s,,,,,,,,,1140.0,shopify,1,deny,manual,55.00,94.99,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0654/3828/6065/files/Place.jpg?v=1769528257,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
mystery-box-10,,,,,,,,,m,,,,,,,,,1190.0,shopify,1,deny,manual,55.00,94.99,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
mystery-box-10,,,,,,,,,l,,,,,,,,,1240.0,shopify,0,deny,manual,55.00,94.99,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
mystery-box-10,,,,,,,,,xl,,,,,,,,,1290.0,shopify,0,deny,manual,55.00,94.99,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
mystery-box-9,Mystery Box - Long sleeves,"",Noclout,Uncategorized,"","",false,Size,xs,product.metafields.shopify.size,,,,,,,,540.0,shopify,55,deny,manual,30.00,53.99,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0654/3828/6065/files/Mystery_Drop_Longsleeves.webp?v=1768991086,1,"",false,,,,,,,,,,,,,,,,,,,'3,,,,,,xs; s; m; l; xl; xxl,,,,,,,,,kg,,,draft
mystery-box-9,,,,,,,,,s,,,,,,,,,580.0,shopify,0,deny,manual,30.00,53.99,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0654/3828/6065/files/Place_-_8.jpg?v=1769528257,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
mystery-box-9,,,,,,,,,m,,,,,,,,,620.0,shopify,1,deny,manual,30.00,53.99,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
mystery-box-9,,,,,,,,,l,,,,,,,,,660.0,shopify,0,deny,manual,30.00,53.99,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
mystery-box-9,,,,,,,,,xl,,,,,,,,,700.0,shopify,50,deny,manual,30.00,53.99,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
mystery-box-9,,,,,,,,,xxl,,,,,,,,,740.0,shopify,14,deny,manual,30.00,53.99,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
mystery-box-8,Mystery Box - Hoodies,"",Noclout,Uncategorized,"","",false,Size,xs,product.metafields.shopify.size,,,,,,,,800.0,shopify,0,deny,manual,40.00,89.99,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0654/3828/6065/files/Mystery_Drop_Hoodies.webp?v=1768991087,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,xs; s; m; l; xl,,,,,,,,,kg,,,draft
mystery-box-8,,,,,,,,,s,,,,,,,,,870.0,shopify,0,deny,manual,40.00,89.99,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0654/3828/6065/files/Place_-_2.jpg?v=1769528257,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
mystery-box-8,,,,,,,,,m,,,,,,,,,880.0,shopify,0,deny,manual,40.00,89.99,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
mystery-box-8,,,,,,,,,l,,,,,,,,,900.0,shopify,0,deny,manual,40.00,89.99,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
mystery-box-8,,,,,,,,,xl,,,,,,,,,960.0,shopify,0,deny,manual,40.00,89.99,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
mystery-box-7,Mystery Box - Knits,"",Noclout,Uncategorized,"","",false,Size,xs,product.metafields.shopify.size,,,,,,,,850.0,shopify,0,deny,manual,55.00,94.99,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0654/3828/6065/files/Mystery_Drop_Knits.webp?v=1768991086,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,xs; s; m; l; xl,,,,,,,,,kg,,,draft
mystery-box-7,,,,,,,,,s,,,,,,,,,940.0,shopify,9,deny,manual,55.00,94.99,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0654/3828/6065/files/Place_-_3.jpg?v=1769528257,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
mystery-box-7,,,,,,,,,m,,,,,,,,,980.0,shopify,1,deny,manual,55.00,94.99,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
mystery-box-7,,,,,,,,,l,,,,,,,,,1030.0,shopify,0,deny,manual,55.00,94.99,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
mystery-box-7,,,,,,,,,xl,,,,,,,,,1080.0,shopify,0,deny,manual,55.00,94.99,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
mystery-box-6,Mystery Box - Swim Shorts,"",Noclout,Uncategorized,"","",false,Size,xs,product.metafields.shopify.size,,,,,,,,280.0,shopify,43,deny,manual,10.00,34.99,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0654/3828/6065/files/Mystery_Drop_Swim.webp?v=1768991087,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,xs; s; m; l; xl,,,,,,,,,kg,,,draft
mystery-box-6,,,,,,,,,s,,,,,,,,,290.0,shopify,0,deny,manual,10.00,34.99,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0654/3828/6065/files/Place_-_7.jpg?v=1769528257,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
mystery-box-6,,,,,,,,,m,,,,,,,,,300.0,shopify,0,deny,manual,10.00,34.99,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
mystery-box-6,,,,,,,,,l,,,,,,,,,310.0,shopify,0,deny,manual,10.00,34.99,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
mystery-box-6,,,,,,,,,xl,,,,,,,,,320.0,shopify,0,deny,manual,10.00,34.99,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
mystery-box-5,Mystery Box - Jackets,"",Noclout,Uncategorized,"","",false,Size,xs,product.metafields.shopify.size,,,,,,,,530.0,shopify,13,deny,manual,70.00,129.99,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0654/3828/6065/files/Mystery_Drop_Jackets.webp?v=1768991087,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,xs; s; m; l; xl,,,,,,,,,kg,,,draft
mystery-box-5,,,,,,,,,s,,,,,,,,,580.0,shopify,29,deny,manual,70.00,129.99,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0654/3828/6065/files/Jackets_et_training.jpg?v=1769789542,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
mystery-box-5,,,,,,,,,m,,,,,,,,,630.0,shopify,24,deny,manual,70.00,129.99,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
mystery-box-5,,,,,,,,,l,,,,,,,,,680.0,shopify,0,deny,manual,70.00,129.99,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
mystery-box-5,,,,,,,,,xl,,,,,,,,,730.0,shopify,6,deny,manual,70.00,129.99,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
mystery-box-4,Mystery Box - Jorts,"",Noclout,Uncategorized,"","",false,Size,xs,product.metafields.shopify.size,,,,,,,,730.0,shopify,20,deny,manual,35.00,69.99,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0654/3828/6065/files/Mystery_Drop_Jorts.webp?v=1768991086,1,"",false,,,,,,,,,,,,,,,,,,,'1,,,,,,xs; s; m; l; xl,,,,,,,,,kg,,,draft
mystery-box-4,,,,,,,,,s,,,,,,,,,760.0,shopify,0,deny,manual,35.00,69.99,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0654/3828/6065/files/Place_-_6.jpg?v=1769528258,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
mystery-box-4,,,,,,,,,m,,,,,,,,,790.0,shopify,0,deny,manual,35.00,69.99,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
mystery-box-4,,,,,,,,,l,,,,,,,,,820.0,shopify,0,deny,manual,35.00,69.99,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
mystery-box-4,,,,,,,,,xl,,,,,,,,,850.0,shopify,31,deny,manual,35.00,69.99,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
mystery-box-3,Mystery Box - Tee-shirts,"",Noclout,Uncategorized,"","",false,Size,xs,product.metafields.shopify.size,,,,,,,,300.0,shopify,64,deny,manual,25.00,49.99,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0654/3828/6065/files/Mystery_Drop_Tees.webp?v=1768991087,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,xs; s; m; l; xl,,,,,,,,,kg,,,draft
mystery-box-3,,,,,,,,,s,,,,,,,,,300.0,shopify,126,deny,manual,25.00,49.99,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0654/3828/6065/files/Place_-_4.jpg?v=1769528257,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
mystery-box-3,,,,,,,,,m,,,,,,,,,300.0,shopify,0,deny,manual,25.00,49.99,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
